0.000	X
0.033	D
0.233	A
0.333	B
0.367	D
0.400	E
0.467	B
0.567	C
0.633	F
0.667	C
0.767	G
0.833	H
0.867	E
0.967	B
1.000	J
1.133	X
1.533	D
1.600	B
1.667	I
1.767	D
1.800	B
1.900	C
1.967	D
2.033	C
2.067	H
2.167	I
2.333	F
2.367	C
2.433	D
2.533	B
2.567	A
2.633	C
2.733	B
2.833	E
2.933	D
3.100	X
3.200	C
3.233	D
3.367	A
3.500	B
3.533	X
